#       time       r = 30.000000       r = 60.000000       r = 90.000000
  40.8000000   -6.8017633630e-13   -6.2258226962e-13   -6.2258226885e-13
  41.2000000    6.9421677081e-13    7.5512867190e-13    7.5512867260e-13
  41.6000000    7.2206147210e-13    7.6376107483e-13    7.6376107538e-13
  42.0000000   -6.4652162326e-13   -5.8674201380e-13   -5.8674201359e-13
  42.4000000   -9.1022259671e-13   -8.0958106762e-13   -8.0958106778e-13
  42.8000000   -4.8680627404e-14    6.9091591686e-14    6.9091591260e-14
  43.2000000    9.3645511836e-13    1.0498196516e-12    1.0498196509e-12
  43.6000000    9.2885744906e-13    1.0431438776e-12    1.0431438765e-12
  44.0000000    8.2532132293e-13    9.7343944138e-13    9.7343943998e-13
  44.4000000   -2.4972764826e-12   -2.3142389652e-12   -2.3142389668e-12
  44.8000000   -9.6399669189e-13   -8.0172523221e-13   -8.0172523359e-13
  45.2000000    1.9983529809e-12    2.1183215490e-12    2.1183215476e-12
  45.6000000    5.2008149792e-13    6.3610099525e-13    6.3610099308e-13
  46.0000000   -5.2997583285e-13   -3.9664066086e-13   -3.9664066334e-13
  46.4000000   -3.5903180422e-13   -2.1876438645e-13   -2.1876438837e-13
  46.8000000    9.4746402307e-14    2.3614459192e-13    2.3614458992e-13
  47.2000000    2.6856382514e-13    4.1006682749e-13    4.1006682601e-13
  47.6000000    1.2520299203e-13    2.6398986404e-13    2.6398986223e-13
  48.0000000   -5.6735072880e-13   -4.2919247442e-13   -4.2919247592e-13
  48.4000000    4.7002170365e-13    6.1098599143e-13    6.1098599029e-13
  48.8000000   -2.3790904698e-14    1.1863217109e-13    1.1863217029e-13
  49.2000000   -2.6324478363e-13   -1.2176777084e-13   -1.2176777134e-13
  49.6000000    3.0157794317e-13    4.4209169486e-13    4.4209169336e-13
  50.0000000   -2.0551680766e-14    1.1967159641e-13    1.1967159437e-13
  50.4000000   -1.2483129114e-13    1.5217747380e-14    1.5217744822e-14
  50.8000000   -8.1808326640e-14    5.7734204623e-14    5.7734203336e-14
  51.2000000    3.9786804573e-13    5.3641379558e-13    5.3641378763e-13
  51.6000000   -2.3859749582e-13   -1.0120335075e-13   -1.0120334826e-13
  52.0000000   -8.8426838926e-14    4.8182784746e-14    4.8182772550e-14
  52.4000000    2.5485946593e-13    3.9111250731e-13    3.9111250072e-13
  52.8000000   -8.9254983452e-14    4.6688818527e-14    4.6688823102e-14
  53.2000000   -1.6459532617e-14    1.1911555513e-13    1.1911553454e-13
  53.6000000    4.5520168393e-14    1.8074239213e-13    1.8074241705e-13
  54.0000000    4.1460972472e-14    1.7640589212e-13    1.7640590183e-13
  54.4000000   -1.2059669905e-14    1.2286439804e-13    1.2286440995e-13
  54.8000000    6.4162945823e-14    1.9924193152e-13    1.9924197160e-13
  55.2000000   -7.2164464142e-14    6.2971738686e-14    6.2971744854e-14
  55.6000000    3.6106405733e-14    1.7122146508e-13    1.7122147323e-13
  56.0000000    1.1875997202e-13    2.5395812932e-13    2.5395813977e-13
  56.4000000   -7.5452989853e-14    6.0012777591e-14    6.0012765203e-14
  56.8000000    2.8774744132e-14    1.6464231358e-13    1.6464230754e-13
  57.2000000   -2.9000267576e-14    1.0721139595e-13    1.0721139852e-13
  57.6000000    1.4750969780e-13    2.8388668122e-13    2.8388668389e-13
  58.0000000   -7.9438353029e-14    5.7056190371e-14    5.7056195013e-14
  58.4000000   -1.1204400131e-13    2.4675601619e-14    2.4675630700e-14
  58.8000000    2.8494388547e-13    4.2202464802e-13    4.2202469935e-13
  59.2000000   -1.1063056178e-13    2.6845817159e-14    2.6845921430e-14
  59.6000000   -6.4120585330e-14    7.3605622153e-14    7.3606001469e-14
  60.0000000    8.9356270489e-14    2.2719357635e-13    2.2719428489e-13
  60.4000000   -2.3041607540e-14    1.1495897393e-13    1.1495997312e-13
  60.8000000    5.9109158248e-14    1.9737002080e-13    1.9737135595e-13
  61.2000000   -2.3980645306e-14    1.1456664414e-13    1.1456670142e-13
  61.6000000    7.4521351774e-14    2.1336643353e-13    2.1336453702e-13
  62.0000000   -5.2839628442e-14    8.6098870234e-14    8.6089642386e-14
  62.4000000   -6.9127286161e-14    6.9583870829e-14    6.9571152369e-14
  62.8000000    1.4142835033e-13    2.8021790607e-13    2.8016798843e-13
  63.2000000    2.8462718122e-14    1.6778812509e-13    1.6771218274e-13
  63.6000000   -7.7648489496e-14    6.2082862249e-14    6.1882777889e-14
  64.0000000    2.0075116395e-14    1.5988206968e-13    1.5953567152e-13
  64.4000000    5.4524622433e-14    1.9449032961e-13    1.9393038559e-13
  64.8000000   -2.9048392274e-14    1.1111457781e-13    1.1022665553e-13
  65.2000000    8.5066422945e-15    1.4856383629e-13    1.4761246829e-13
  65.6000000    4.3706853093e-14    1.8435178130e-13    1.8298556022e-13
  66.0000000   -2.5179974905e-16    1.4080086938e-13    1.3945653770e-13
  66.4000000    1.6188892417e-14    1.5777688127e-13    1.5607273143e-13
  66.8000000   -4.0386935694e-14    1.0237777309e-13    9.9328421592e-14
  67.2000000    3.1042792826e-14    1.7487194990e-13    1.7050630809e-13
  67.6000000    5.7266453459e-14    2.0384946626e-13    1.9647898547e-13
  68.0000000   -5.3431683698e-14    9.7815566280e-14    8.5722608258e-14
  68.4000000    5.7360830803e-14    2.1130744339e-13    1.9683711046e-13
  68.8000000    1.6326616373e-15    1.6140721795e-13    1.4141294275e-13
  69.2000000   -4.4389398437e-14    1.1562168281e-13    9.5281880508e-14
  69.6000000    5.8072911093e-14    2.1677716882e-13    1.9746376119e-13
  70.0000000    1.1266291925e-15    1.5543480900e-13    1.4034264764e-13
  70.4000000    1.8956930727e-14    1.6282020121e-13    1.5805947465e-13
  70.8000000   -9.1952689335e-15    1.2471946542e-13    1.2983278626e-13
  71.2000000    5.2683672072e-15    1.2391286135e-13    1.4428212500e-13
  71.6000000    2.9383889469e-14    1.3397634583e-13    1.6836362209e-13
  72.0000000   -8.2662711755e-15    8.5153093622e-14    1.3059877576e-13
  72.4000000    1.8076875158e-14    1.0066467688e-13    1.5680250092e-13
  72.8000000    1.2235812329e-14    8.6629898693e-14    1.5085823988e-13
  73.2000000   -6.5393154052e-15    6.6249068038e-14    1.3199265200e-13
  73.6000000    1.7490177512e-14    8.9843532959e-14    1.5591309024e-13
  74.0000000    1.1901911319e-14    8.3621718352e-14    1.5020379906e-13
  74.4000000    1.6951669066e-14    9.2607375734e-14    1.5512733490e-13
  74.8000000   -4.8740809969e-15    7.5341228861e-14    1.3317740510e-13
  75.2000000   -7.8825992740e-15    7.4671252121e-14    1.3005464884e-13
  75.6000000    5.1530641954e-14    1.3675596258e-13    1.8935085150e-13
  76.0000000   -1.2625722307e-14    7.4724366076e-14    1.2506954524e-13
  76.4000000   -1.6242808782e-15    8.5753451798e-14    1.3595143273e-13
  76.8000000    1.8027049708e-14    1.0420341939e-13    1.5548767184e-13
  77.2000000    1.6154597362e-14    1.0012910020e-13    1.5349676659e-13
  77.6000000    5.1144397743e-15    8.5450570680e-14    1.4233925879e-13
  78.0000000   -9.6978595790e-16    7.4610047773e-14    1.3613811624e-13
  78.4000000    2.1527726309e-14    9.2222299015e-14    1.5851248646e-13
  78.8000000    5.4407456051e-16    6.5872808442e-14    1.3740061335e-13
  79.2000000    1.4952113414e-14    7.3441921223e-14    1.5167803618e-13
  79.6000000    1.0885293369e-14    6.2330142966e-14    1.4747925515e-13
  80.0000000    1.7626876699e-15    4.6898707209e-14    1.3822567115e-13
