#       time             L^2_Ham             L^2_Mom
 218.5000000                -nan    3.5752947368e+02
 219.0000000                -nan    3.6495717002e+02
 219.5000000                -nan    3.7756662689e+02
 220.0000000                -nan    3.8968032216e+02
 220.5000000                -nan    4.1050021989e+02
 221.0000000                -nan    4.4681396746e+02
 221.5000000                -nan    4.5404035393e+02
 222.0000000                -nan                -nan
 222.5000000                -nan                -nan
 223.0000000    2.7372364134e+02                -nan
 223.5000000    2.7455917759e+02                -nan
 224.0000000    2.8176128776e+02                -nan
 224.5000000                -nan                -nan
 225.0000000                -nan                -nan
 225.5000000    1.4403019538e+02    1.6512853539e+02
 226.0000000    1.5293808747e+02    1.6459655677e+02
 226.5000000    1.0377059509e+02    2.3220149444e+02
 227.0000000    9.4618597453e+02    1.8909199125e+03
 227.5000000    9.6648276612e+02    1.8951965870e+03
 228.0000000    9.5879541057e+02    1.8974690659e+03
 228.5000000    9.5843814945e+02    1.8980598516e+03
 229.0000000    9.5592656252e+02    1.8975777229e+03
 229.5000000    9.5184688700e+02    1.8990286437e+03
 230.0000000    9.5416288861e+02    1.9136150593e+03
 230.5000000    9.6438758847e+02    1.9095500711e+03
 231.0000000    9.7819963448e+02    1.9113119488e+03
 231.5000000    9.7100960373e+02    1.9105150859e+03
 232.0000000    1.0286146521e+03    1.9161986761e+03
 232.5000000    9.7129633292e+02    1.8965471133e+03
 233.0000000    9.6998182381e+02    1.8971862228e+03
 233.5000000    9.7959827582e+02    1.8972303805e+03
 234.0000000    1.0234432390e+03    1.9015052336e+03
 234.5000000    9.9014457681e+02    1.9118570974e+03
 235.0000000    9.8098118717e+02    1.9176851376e+03
 235.5000000    9.7854146313e+02    1.9170269882e+03
 236.0000000    1.0451906669e+03    1.9413793008e+03
 236.5000000    1.0486930462e+03    1.9491803443e+03
 237.0000000    1.0335814015e+03    1.9480145157e+03
 237.5000000    9.9107108185e+02    1.9616504817e+03
 238.0000000    1.0053812144e+03    1.9625485440e+03
 238.5000000    9.9547440326e+02    1.9655555947e+03
 239.0000000    9.7758560700e+02    2.0052355350e+03
 239.5000000    9.9355784155e+02                -nan
 240.0000000    9.9326016832e+02                -nan
 240.5000000    9.9385861523e+02                -nan
 241.0000000    9.9339774060e+02                -nan
 241.5000000    9.9338299400e+02                -nan
 242.0000000    9.9105007373e+02                -nan
 242.5000000    9.8978404729e+02    1.9193263039e+03
 243.0000000    1.9394798925e+03    1.9587165854e+03
 243.5000000    9.8237517283e+02    1.9438284791e+03
 244.0000000    9.7005004733e+02    1.9211246885e+03
 244.5000000    9.7422428272e+02    2.0463378443e+03
 245.0000000    9.7464765292e+02    2.0451255690e+03
 245.5000000    9.7340896379e+02    2.0444888821e+03
 246.0000000    9.6880000934e+02    1.9255145821e+03
 246.5000000    9.6884235972e+02    1.9242711402e+03
 247.0000000    9.6886109879e+02    1.9246064894e+03
 247.5000000    9.6887045328e+02    1.9246147905e+03
 248.0000000    9.6886881631e+02    1.9251248195e+03
 248.5000000    9.7085791273e+02    1.9249799485e+03
 249.0000000    9.7060191767e+02    1.9255405785e+03
 249.5000000    9.6905157503e+02                -nan
 250.0000000    9.6848934788e+02    1.9253803575e+03
 250.5000000    8.5790566623e+01    1.3885937494e+02
 251.0000000    9.5879821326e+01    1.8206071909e+02
 251.5000000    9.1221699924e+02    1.1884049669e+03
 252.0000000    9.0773738255e+02                -nan
 252.5000000    9.1498463554e+02                -nan
 253.0000000    9.1018597790e+02                -nan
 253.5000000    9.0932413171e+02                -nan
 254.0000000    9.0884988637e+02                -nan
 254.5000000    9.0849085506e+02                -nan
 255.0000000    9.0849101213e+02                -nan
 255.5000000    9.2206167074e+02                -nan
 256.0000000    9.1583427425e+02                -nan
 256.5000000    9.1319573285e+02                -nan
 257.0000000    9.1181853169e+02                -nan
 257.5000000    9.1281189866e+02                -nan
 258.0000000    9.1302531228e+02                -nan
 258.5000000    9.1909196048e+02                -nan
 259.0000000    9.1440609367e+02                -nan
 259.5000000    9.1405058745e+02                -nan
 260.0000000    9.1448235525e+02                -nan
 260.5000000    9.1350717588e+02                -nan
 261.0000000    9.1301666144e+02                -nan
 261.5000000    9.1134519348e+02                -nan
 262.0000000    9.1129861175e+02                -nan
 262.5000000    9.1178345767e+02                -nan
 263.0000000    9.1194162822e+02                -nan
 263.5000000                -nan                -nan
 264.0000000                -nan                -nan
